Time:1Hz,Epoch,F3,F4,C3,Cz,C4,P3,P4,O1,O2,Event Id,Event Date,Event Duration
36.6875000000,587,1.6687222877,2.9272714311,1.0551184426,0.6373273538,0.7494476791,1.9139911435,0.3818247843,2.3499359773,1.7116475875,,,
36.7500000000,588,1.6362902899,2.9937163111,1.0365719955,0.6743160280,0.7556147910,1.9086429887,0.3962550539,2.3712801089,1.7077967731,,,
36.8125000000,589,1.6672108616,2.9141274775,1.0157702734,0.6830716175,0.7308088890,1.8720121502,0.4444362288,2.2791201919,1.6759249965,,,
36.8750000000,590,1.8736194976,3.1098250903,0.9580621215,0.6574832749,0.6786207527,1.8306207972,0.5069976525,2.2238661710,1.7373408504,,,
36.9375000000,591,2.3091060361,3.8216784834,0.8776957990,0.5993406145,0.6743866856,1.8870950007,0.6579945023,2.2646183362,1.9345488610,,,
37.0000000000,592,2.6116237909,4.3186119441,0.7172460324,0.5458931883,0.7143521769,1.8630953116,0.7706675596,2.3924162877,2.1210048387,,,
37.0625000000,593,2.5085294299,4.3368228429,0.5923993197,0.5022728491,0.6759828898,1.6810960332,0.7855895287,2.3786104342,2.2090431202,,,
37.1250000000,594,2.4521992127,4.3115457120,0.4464319628,0.4828966682,0.5407624194,1.5427527436,0.7881288683,2.3926013660,2.2271476681,,,
37.1875000000,595,2.4310693483,4.7597158182,0.4201947629,0.4987669459,0.5106056455,1.6617615663,0.8873786173,2.9378347013,2.2707190597,,,
37.2500000000,596,2.3760041421,6.1778577489,0.5843679994,0.5240675161,0.9888430054,2.5145484325,1.1446455714,4.4143986714,2.2527586672,,,
37.3125000000,597,2.4112455874,7.2764432581,0.9041261140,0.5290581650,1.6602274073,3.4140342084,1.4287224673,5.7826795109,2.2238183890,,,
37.3750000000,598,2.3983961560,7.8125288726,1.2229465787,0.5326314368,2.0752149726,3.8842788052,1.5707229139,6.5138934512,2.1938948560,,,
37.4375000000,599,2.3865455945,8.0845678407,1.4992285416,0.5182220622,2.2431332747,4.0061116477,1.6315587151,6.9861389279,2.2103166253,,,
37.5000000000,600,2.5463164806,8.1568981656,1.7771553050,0.5057679391,2.3055854326,3.9892966243,1.6561077957,7.2849967467,2.3019253783,,,
37.5625000000,601,2.8024263384,8.1517412838,2.0356598271,0.5121983906,2.3308039668,4.0436664383,1.7001420195,7.5325540424,2.4346075280,,,
37.6250000000,602,3.1969552538,8.2101045258,2.2173787015,0.5931834868,2.3298695630,4.1671610395,1.7486699996,7.9601417730,2.6492804286,,,
37.6875000000,603,3.3892941792,8.2712947973,2.2545565626,0.6597273407,2.3229065414,4.3066764017,1.7451679103,8.2162005431,2.7339699648,,,
37.7500000000,604,3.5350739025,8.2582286747,2.3024263342,0.7651357613,2.4708421249,4.5427024374,1.7433282353,8.3080820047,2.6898592762,,,
37.8125000000,605,3.7367601123,8.0909157145,2.4965067497,0.9269784220,2.6873426427,4.7572341241,1.8082795482,8.3215300173,2.6906999230,,,
37.8750000000,606,3.7034502975,7.4738334988,2.7414867476,1.0671211327,2.8358865638,4.8218897056,1.8668995517,8.1387747585,2.6217883404,,,
37.9375000000,607,3.3070001314,6.5274301055,2.9287360887,1.0764770668,2.8593035905,4.7266601963,1.7758302608,7.8123544830,2.3410239984,,,
38.0000000000,608,2.9363976053,5.9413169264,2.9596291389,1.0538239852,2.8442785353,4.6417526549,1.6478895161,7.5990122048,1.9490894043,,,
38.0625000000,609,2.8889498594,5.8831837565,3.0347978835,1.0580093757,2.9792710757,4.6938631857,1.6083556074,7.6185215368,1.7727810634,,,
38.1250000000,610,2.8338540646,5.8410063346,3.0703473895,1.0775356205,3.0993628236,4.6639430105,1.5495729037,7.5603256330,1.7047284555,,,
38.1875000000,611,2.7357086329,5.1267446818,3.0768809908,1.0775371272,3.0334567451,4.4575478696,1.4697876344,6.8009667794,1.6482136471,,,
38.2500000000,612,2.7026515307,3.4792950768,3.0793870597,1.0626340040,2.6676794816,4.0108027167,1.3736662696,5.2214099340,1.6850215025,,,
38.3125000000,613,2.5722881187,2.0884373901,2.9638053338,1.1040598010,2.2938470170,3.6382274216,1.2879389623,3.9428168292,1.7512399527,,,
38.3750000000,614,2.5163928791,1.3506403439,2.7360947931,1.3049655552,2.2522518596,3.7010302275,1.3867429724,3.5047392668,1.7830564510,,,
38.4375000000,615,2.6757920613,1.0480670542,2.4521542171,1.6447023658,2.3626359007,3.8586328283,1.5570305117,3.4617281972,1.7685694564,,,
38.5000000000,616,2.7003007845,1.0218896923,2.1995623139,1.8559856253,2.4121167494,3.9114884490,1.6057486367,3.3358713343,1.6897801947,,,
38.5625000000,617,2.5716619638,1.1024025618,2.1871439551,1.9207825098,2.5851572734,4.1127591615,1.7139937594,3.1330098743,1.6827349209,,,
38.6250000000,618,2.1563507875,1.1059881925,2.5186016127,1.8799513160,2.8394308776,4.4696024845,1.9337714561,2.6625177455,1.7175708214,,,
38.6875000000,619,1.9283547984,1.1295341117,2.9976644424,1.8135771572,3.0528832236,4.7904668419,2.3272089918,2.3090547560,2.0457713102,,,
38.7500000000,620,1.8038864816,1.2675294143,3.3252812960,1.6919167880,3.1724274956,5.0014126046,2.7452132767,2.2766131664,2.6328185986,,,
38.8125000000,621,1.5480090116,1.4557289048,3.1974730775,1.4967402070,3.2970106462,4.9775799858,2.7848289154,2.5407727605,2.6854826238,,,
38.8750000000,622,1.4168000157,1.6519754437,3.0216991123,1.4020965461,3.5017760805,4.8301452444,2.7200500780,2.7972433775,2.7501585238,,,
38.9375000000,623,1.5715046378,1.7530712929,3.0693227316,1.4300179087,3.8788168178,4.8204802788,2.9563852983,2.9379662011,2.9927927704,,,
39.0000000000,624,1.9511996673,1.9495963650,3.2858748151,1.4701362501,4.2298429879,4.8795780082,3.5379994519,3.0602582903,3.7720481669,,,
39.0625000000,625,2.4402491180,2.3610725659,3.3199807069,1.4777434290,4.3930352171,4.8566425219,4.0712970899,3.1489007127,4.5099635949,,,
39.1250000000,626,3.1067084312,3.0006677551,3.2667578069,1.4919168872,4.4708205249,4.8550672074,4.5530248295,3.2095886366,5.0119422690,,,
39.1875000000,627,3.8839027950,4.0765432846,3.1913572465,1.5256502432,4.4382813052,4.8427954912,4.8702405291,3.2982906197,5.5087557505,,,
39.2500000000,628,4.4888391366,5.5012894129,3.0997078492,1.5794720901,4.2944478923,4.6036171755,4.9371524889,3.5874148316,6.0851744420,,,
39.3125000000,629,5.0311675984,6.4521687578,3.0194430804,1.7044371852,4.0360617702,3.9641993709,4.9637722017,3.8547220817,6.8684204056,,,
39.3750000000,630,5.8441415313,6.8692809026,3.0670820586,1.7676560569,3.6595605203,3.2998332682,4.9840487134,3.9247196819,7.6443152450,,,
39.4375000000,631,6.6950779808,7.1999008502,3.1386622761,1.7795137080,3.3319183757,3.0931586551,4.9225154686,3.9004525696,8.0771848932,,,
39.5000000000,632,7.0470898044,7.5834392731,3.2224418534,2.1000132208,3.2430154913,3.3679068391,4.9426958347,4.0146881215,8.3129466515,,,
39.5625000000,633,7.0307478144,7.9371664632,3.1577151222,2.4262841637,3.1022393802,3.3707929708,4.8355299971,4.1577443135,8.3329052035,,,
39.6250000000,634,6.9733213321,8.1342593280,2.7536752418,2.5065476406,2.8714275598,3.0097900205,4.5686422609,4.2709018003,7.9973984203,,,
39.6875000000,635,6.9256411698,8.0868211131,2.2796945958,2.4754370064,2.6567490094,2.5732545856,4.1609118919,4.3259527637,7.3696236746,,,
39.7500000000,636,7.0739499848,8.0169660353,1.8977586624,2.4779428244,2.3860548912,2.1254235088,3.7212300497,4.2930759196,6.7083855109,,,
39.8125000000,637,7.5668656431,8.4516343324,1.8144777655,2.5326739196,2.0467806364,1.9817140565,3.6113277395,4.1367366601,6.6727722610,,,
39.8750000000,638,8.2861100578,9.4618427594,1.7472400786,2.4977860916,1.7162214622,2.1331201284,3.7023171649,4.0889630253,6.6897645323,,,
39.9375000000,639,8.7963745246,10.6820621858,1.5346454329,2.4350644656,1.3596088987,2.2656569037,3.7667456769,4.0704418854,6.5523316066,,,
40.0000000000,640,8.6352878877,11.2499659198,1.3584519753,2.4071665848,1.0454120253,2.2615370822,3.5671027118,3.9815898939,5.9878651078,,,
40.0625000000,641,8.1413916365,10.9973795018,1.4195437958,2.4506209318,0.7992304201,2.2524513642,3.2883584869,3.9063086917,5.4077167721,,,
40.1250000000,642,7.5984976907,10.3443489339,1.7939933465,2.6034987122,0.6337541127,2.2475409703,3.3028775556,3.7623066497,5.2250279774,,,
40.1875000000,643,7.0535098486,9.4257189129,2.1352260703,2.8581475459,0.5869640743,2.1167997774,3.3710492518,3.6317659957,5.2723744565,,,
40.2500000000,644,6.7871577678,8.3639757188,2.2301292269,2.9415472562,0.5574408705,1.8481200652,3.5543354605,3.3626621402,5.0966983030,,,
40.3125000000,645,6.6213485171,7.8005691312,2.2828876558,2.8122430699,0.5192906774,1.7946653371,3.7047227296,3.0624965778,4.7583122708,,,
40.3750000000,646,6.1429940124,7.6540923303,2.2581752319,2.5780813642,0.5002163450,1.8513085601,3.5857715793,2.7999417808,4.2732840639,,,
40.4375000000,647,5.5986655462,7.5465256444,2.2473017724,2.2660527061,0.5126133744,1.7741690753,3.4319426358,2.5213619780,3.9081636331,,,
40.5000000000,648,5.4399689988,7.3719704762,2.2083104231,1.7893179722,0.5055133991,1.5175349142,3.3333359957,2.2653071650,3.6258993433,,,
40.5625000000,649,5.4820946507,7.1897820196,2.0759496046,1.4028206596,0.4653785417,1.3098775174,3.2962130662,2.0893816621,3.4494422474,,,
40.6250000000,650,5.4811152327,6.9738388441,1.9808815116,1.3088170032,0.4389406145,1.1959331872,3.3070569328,2.0300066288,3.5200950712,,,
40.6875000000,651,5.4564830564,6.8020419825,1.9774344736,1.4550092857,0.4266407487,1.1818300007,3.3139555095,2.1426669441,3.7297819581,,,
40.7500000000,652,5.2671977139,6.6459490158,2.0245950613,1.5898341346,0.4259634502,1.1943859065,3.3025531421,2.2705774166,3.8584815389,,,
40.8125000000,653,4.8280546737,6.0397404499,2.1340713390,1.6928947756,0.4398588437,1.1064048842,3.2695068975,2.3200123214,3.9215441851,,,
40.8750000000,654,4.3922551728,4.8330519230,2.4193128012,1.8037625061,0.4377850522,0.9275771346,3.4065438402,2.2327923876,4.1295246616,,,
40.9375000000,655,4.2163798852,3.5295869225,2.7556413089,1.8740237256,0.4790715098,0.7838900963,3.8615530270,2.0817157954,4.3879040638,,,
41.0000000000,656,4.4538505835,2.8569776692,2.9711189532,1.8706196918,0.5835637471,0.8404108436,4.5372864103,2.0330409113,4.7832134114,,,
41.0625000000,657,4.6497399498,2.7595025819,3.0616073161,1.8062537009,0.7916763188,1.1098229233,5.5283356910,2.1545288651,5.2717713960,,,
41.1250000000,658,4.5162001461,2.7625183376,2.7850428249,1.6167411355,0.9199917175,1.3221744882,5.6402681997,2.3552085348,5.2122425244,,,
41.1875000000,659,4.2634933623,2.6189348154,2.4767823544,1.3210808129,0.9528046384,1.4305564734,5.3290035505,2.4179804329,4.7336142380,,,
41.2500000000,660,3.9306327115,2.2207825665,2.3279858381,1.2029961041,1.0437733838,1.4863390281,4.9439094235,2.4284235157,4.2410377796,,,
41.3125000000,661,3.6407536758,1.7700326855,2.1817024264,1.1897703817,1.1985956225,1.4738525877,4.5955188246,2.3198535612,3.7285221723,,,
41.3750000000,662,3.3921857464,1.4846545304,2.1096212448,1.1742998709,1.4532599584,1.4641775851,4.6993218476,2.1939486244,3.4795916533,,,
41.4375000000,663,3.1309159382,1.2545377141,2.1351536809,1.1932479936,1.7494294060,1.5599280959,5.3260977292,2.1722343268,3.6019860615,,,
41.5000000000,664,3.0306024605,1.0790932028,2.2266372985,1.2995435488,2.0095061006,1.8247283720,6.0169017323,2.2594543647,3.9632404546,,,
41.5625000000,665,3.0435745665,1.0322663362,2.3778497163,1.5585915725,2.1556003053,2.2261015032,6.5911529323,2.3145325208,4.4225462077,,,
41.6250000000,666,3.0905558906,1.1591722364,2.7007030757,1.8244940100,2.1834067069,2.5952801745,7.1750627120,2.2858311750,4.9015624212,,,
41.6875000000,667,3.2039876135,1.2030512850,2.9557964434,1.6905995525,2.1788641683,2.6883097401,7.5497328530,2.1709624208,4.9959064111,,,
41.7500000000,668,3.5470505395,1.1634468382,3.2793812735,1.5041177515,2.2296307780,2.6850040772,7.7983651258,2.0954762726,5.0612057480,,,
41.8125000000,669,4.3828967924,1.1595783156,3.7333604406,1.3860783124,2.3150069346,2.6633921916,8.1749793925,2.0736057502,5.3428646053,,,
41.8750000000,670,4.9109523877,1.2935505699,3.8648971249,1.3513954356,2.3400536864,2.6408795368,8.1567762155,2.1506523345,5.4136967799,,,
41.9375000000,671,4.7961557100,1.3468650124,3.7533606531,1.4251114842,2.2515262127,2.6086616704,7.4726174851,2.2812131892,5.2290863268,,,
42.0000000000,672,4.5272605065,1.2859282068,3.6252029811,1.5819839409,2.0846691096,2.4910244543,6.4559326292,2.3279795186,4.7787521397,,,
42.0625000000,673,4.3943244352,1.2782107627,3.4605423437,1.7195032940,1.8175710785,2.2023392870,5.2009960150,2.1622422616,4.2050915574,,,
42.1250000000,674,4.5362819838,1.3312604877,3.4236011156,1.8115592571,1.6604334298,1.9662153068,4.6613051498,1.9604336123,4.0341092870,,,
42.1875000000,675,4.7119005577,1.3528597218,3.4719419402,1.8592503081,1.6411660007,1.8389404407,4.6824839072,1.8289907727,4.1078769140,,,
42.2500000000,676,4.7512780395,1.3611625724,3.5209992690,1.8311350034,1.5599349364,1.7515397240,4.7497539685,1.6732424037,4.2512783513,,,
42.3125000000,677,4.7166882592,1.4131735733,3.5641169345,1.7771898947,1.4061352480,1.7304773060,4.7735148808,1.5873231337,4.3768762065,,,
42.3750000000,678,4.6708782797,1.4570970468,3.5966528391,1.7382163275,1.1491811511,1.6885597506,4.5929971288,1.4667758169,4.4755530581,,,
42.4375000000,679,4.5727722495,1.4899058383,3.5829502769,1.6790014204,0.8489555304,1.5425484472,4.0364315723,1.3091385124,4.3901847905,,,
42.5000000000,680,4.5385310090,1.5088273102,3.4525349731,1.5411052216,0.5801088871,1.3000059620,3.4250639874,1.2879284458,4.0995191489,,,
42.5625000000,681,4.5647619727,1.3760274201,3.2504583334,1.2698946347,0.4420894287,0.9351550376,2.8866986956,1.3293946683,3.6091224141,,,
42.6250000000,682,4.5190812110,1.1409402799,2.9250918275,0.9841729215,0.4372944371,0.5641073270,2.2930740296,1.3108600710,3.1079319260,,,
42.6875000000,683,4.4055507975,1.0935981169,2.6868497756,1.0447365366,0.4764646144,0.4337974757,1.9274802585,1.2719028007,3.2113918693,,,
42.7500000000,684,4.1251860871,1.2422356966,2.3667259353,1.1636863802,0.4734387820,0.4343668545,1.7010980410,1.2816061746,3.4999021827,,,
42.8125000000,685,3.3667138201,1.3926677513,1.8240470353,1.1944980230,0.4195507716,0.4847578338,1.3270051695,1.3247752646,3.4630188866,,,
42.8750000000,686,2.5496534026,1.3678493531,1.3934945778,1.1077756215,0.4013793423,0.5099653055,1.0600798343,1.2167819055,3.1058191544,,,
42.9375000000,687,2.0989784168,1.3231027759,1.1434991196,0.9825778399,0.3870303159,0.4996887769,0.9260842403,1.1029344238,2.7967868337,,,
43.0000000000,688,1.8952422192,1.3020244355,0.9793249671,0.8405909516,0.3970354889,0.4857986552,0.8720466248,1.0682603145,2.6179172006,,,
43.0625000000,689,1.8035480935,1.2332748464,0.8731482552,0.7083555907,0.4209230744,0.4810745027,0.8429693634,1.0926183063,2.5697200101,,,
43.1250000000,690,1.6763908743,1.1818490451,0.7884741381,0.6230882892,0.4276954032,0.4854331023,0.7494322942,1.1633735679,2.5171491292,,,
43.1875000000,691,1.5480978299,1.1872249891,0.6867468984,0.6061984864,0.4270300672,0.5177942040,0.5959353470,1.3070619349,2.3964862200,,,
43.2500000000,692,1.5065033749,1.3189951484,0.5814081305,0.6641218534,0.4612588396,0.5832936441,0.5007158099,1.5335282871,2.3167907858,,,
43.3125000000,693,1.4612803149,1.4668214851,0.4935369421,0.7337435557,0.5489538436,0.6512246916,0.4323439490,1.7832093254,2.2624588934,,,
43.3750000000,694,1.3607019018,1.5287249981,0.3847374919,0.8157243930,0.6748370621,0.7123371533,0.3451027849,1.9976794059,2.1475236598,,,
43.4375000000,695,1.2075912622,1.5221260582,0.2858538632,0.9031699056,0.7273437902,0.6918134195,0.2550022808,2.0645315613,2.1037332921,,,
43.5000000000,696,0.9152342797,1.4440842233,0.2450010524,0.9465781776,0.7325788956,0.5855966775,0.1893589568,1.9765762638,2.0855127614,,,
43.5625000000,697,0.6582479225,1.4442339312,0.2487822092,0.9443677226,0.7195644015,0.5150310096,0.1534204242,1.9511596817,2.0785383896,,,
43.6250000000,698,0.6315239373,1.5196498489,0.2493081473,0.9259196503,0.6853798751,0.5279949207,0.1589638104,2.0081369975,1.9610076849,,,
43.6875000000,699,0.6298490614,1.5601908573,0.2106573107,0.8601520522,0.6393885627,0.5662619165,0.1469497142,2.0720290508,1.5813588779,,,
43.7500000000,700,0.6290835142,1.5298075244,0.1654058296,0.8533297604,0.5911971521,0.5808537347,0.1377889867,2.2301184842,1.2956028926,,,
43.8125000000,701,0.6834565666,1.5316835765,0.1366354038,0.9318966680,0.5557727102,0.5884914000,0.1699794710,2.4335033189,1.2368610166,,,
43.8750000000,702,0.8218393847,1.5942651426,0.1395928187,1.0421060297,0.5365830972,0.6406365319,0.2106222884,2.7166111955,1.3348444288,,,
43.9375000000,703,0.9688428175,1.6426698010,0.1443250487,1.0790686511,0.5347902724,0.7133306921,0.2293174968,2.9111391688,1.4007101331,,,
44.0000000000,704,1.0069663705,1.6499405897,0.1460083413,1.0724520339,0.5191792514,0.7426014774,0.2334406986,2.9067496358,1.4247604623,,,
44.0625000000,705,1.0081354225,1.6415768313,0.1463580106,1.1048585803,0.4975978938,0.7373877708,0.2294910793,2.8548786763,1.4290356713,,,
44.1250000000,706,1.0119244065,1.6149143663,0.1435678603,1.1429546539,0.4868289524,0.7190186040,0.2401812925,2.7780456304,1.4043938913,,,
44.1875000000,707,0.9946166870,1.5304700108,0.1388411391,1.1347949298,0.4726972113,0.6761622160,0.2630228588,2.6244600284,1.3678734445,,,
44.2500000000,708,0.9812725109,1.3533677098,0.1407319858,1.1144288399,0.4397012537,0.6100915267,0.2840421092,2.3833020812,1.3297342064,,,
44.3125000000,709,0.9974895938,1.1706984505,0.1671963959,1.0732589479,0.3582717109,0.5380321788,0.3054931723,2.1277455311,1.2819329144,,,
44.3750000000,710,1.0232244477,1.1138162568,0.2423457887,1.0136722291,0.2363467579,0.4769786860,0.3220415127,1.9232492401,1.2915797427,,,
44.4375000000,711,1.0172628906,1.1603731841,0.3184385883,0.9428224909,0.1759796439,0.4750836796,0.3211146304,1.8281599272,1.2491121359,,,
44.5000000000,712,1.0145222044,1.2504438884,0.3913975844,0.8944519969,0.1565418024,0.5164267323,0.3103712427,1.7771503449,1.2146730283,,,
44.5625000000,713,1.0018827916,1.2623278012,0.4315760481,0.8995917580,0.1569107010,0.5362890453,0.3044337424,1.6979257062,1.2253497340,,,
44.6250000000,714,0.9846744480,1.2354596348,0.4321167098,0.8993802505,0.2006860124,0.5281630877,0.3007888280,1.7010154761,1.2455230914,,,
44.6875000000,715,1.0009340478,1.2222452191,0.4146301144,0.8490970778,0.2549753188,0.5070837912,0.3035238760,1.7337432840,1.2426584030,,,
44.7500000000,716,0.9635583288,1.1099261179,0.4060833153,0.7219126280,0.2714590166,0.4647710753,0.2971532315,1.4878121272,1.0412858120,,,
44.8125000000,717,0.7826447800,0.8869843383,0.4120386777,0.5760310337,0.2804230159,0.4065270250,0.2627014453,1.0976819109,0.7290402984,,,
44.8750000000,718,0.6147506294,0.7656901211,0.4175795229,0.4796208960,0.2851235671,0.3668479182,0.2276988209,0.7646671191,0.5810408935,,,
44.9375000000,719,0.5473539695,0.7598613437,0.4212297132,0.4458586782,0.2907727485,0.3494697535,0.2188202756,0.5941605694,0.6057636197,,,
45.0000000000,720,0.6708994814,0.7842467941,0.4553574440,0.4435768834,0.2888370580,0.3468698649,0.2455855683,0.5558552462,0.7432480907,,,
45.0625000000,721,0.9429003683,0.8092297413,0.5347681717,0.4148473838,0.2819764448,0.3720255935,0.3157967072,0.5755786014,0.9572135328,,,
45.1250000000,722,1.2819846395,0.8292725909,0.6370939084,0.3674277230,0.2789206915,0.4068253218,0.3969870878,0.6217871148,1.1510059377,,,
45.1875000000,723,1.6135374658,0.8607287763,0.6818538087,0.3440225601,0.2914349679,0.4388567802,0.4574454472,0.6625611939,1.2550562996,,,
45.2500000000,724,1.9015771323,0.9187789990,0.6919566175,0.3170071537,0.2897597934,0.4785411216,0.5243363357,0.6906993621,1.2795057677,,,
45.3125000000,725,2.0873427516,0.9898542642,0.6655615307,0.2950505550,0.2843949227,0.5291619871,0.5688747132,0.7022241648,1.2698172311,,,
45.3750000000,726,2.1475824223,1.0015540085,0.6003721830,0.2713132893,0.3064623873,0.5314510983,0.5904987591,0.6859339365,1.2027695435,,,
45.4375000000,727,2.1743996096,0.9399173160,0.5500279443,0.2585765382,0.3714386591,0.5010273957,0.6350096272,0.6848460232,1.1717237787,,,
45.5000000000,728,2.1745456747,0.8366795184,0.5030203102,0.2776634991,0.4150955826,0.4587523150,0.6649594991,0.7049986815,1.1493353631,,,
45.5625000000,729,2.1663477086,0.7438867416,0.4612728915,0.2955084816,0.4220694167,0.4264415017,0.6835151875,0.6985589310,1.1279737555,,,
45.6250000000,730,2.1494440401,0.6862014407,0.4501454499,0.3221800101,0.4174837440,0.4143542286,0.7070856276,0.6105779403,1.1150455852,,,
45.6875000000,731,2.1191484602,0.6690698941,0.4646760060,0.3663398129,0.4405894322,0.4516923322,0.7747184527,0.4818864037,1.1221708369,,,
45.7500000000,732,2.1271455926,0.7668208177,0.4797842248,0.4134000980,0.5187301804,0.5974782976,0.8544058773,0.4871063390,1.1722763647,,,
45.8125000000,733,2.2042988741,0.9384251508,0.5134482541,0.4414726320,0.6304433801,0.8918344290,0.8980248115,0.6262340798,1.1722322896,,,
45.8750000000,734,2.2266546806,0.9712567068,0.5639208778,0.4416982412,0.7003290297,1.0375308964,0.9328778750,0.7149434833,1.1408404042,,,
45.9375000000,735,2.1673564936,0.9241016525,0.5973939705,0.4324671244,0.7183688280,1.0274799033,0.9342363207,0.7072682480,1.0859180322,,,
46.0000000000,736,2.0263813071,0.8912868163,0.5902711621,0.4164879864,0.7294598367,1.0065080521,0.9122036340,0.7226850468,0.9978030327,,,
46.0625000000,737,1.8400488816,0.8711454434,0.5423491374,0.4347485975,0.7290433455,0.9941192346,0.8711803141,0.7387351522,0.8606924684,,,
46.1250000000,738,1.6908205916,0.8860962790,0.4832804563,0.5049404236,0.7176502251,0.9735940789,0.8594843778,0.7908949640,0.7894351959,,,
46.1875000000,739,1.5038102835,0.9541235258,0.4596798469,0.5539446644,0.6974666365,0.9632588202,0.8408561021,0.8634447374,0.7398372344,,,
46.2500000000,740,1.3197809329,0.9928998527,0.4508388820,0.5844680727,0.6889776272,0.9644315242,0.7734809565,0.9143442155,0.6861701642,,,
46.3125000000,741,1.2464068383,0.9416869759,0.4499986120,0.6001850659,0.7012870168,0.9531653654,0.7101304780,0.9391404663,0.6576328968,,,
46.3750000000,742,1.2760253485,0.9149695155,0.4384838752,0.6064765601,0.6960677446,0.9864384094,0.6619758218,0.9590082959,0.6566636859,,,
46.4375000000,743,1.3216267120,0.9200504255,0.4138859299,0.5975406755,0.6526918606,1.0076154661,0.6095135595,0.9519178196,0.6657897633,,,
46.5000000000,744,1.3441079422,0.9667788794,0.3857027709,0.5586067490,0.6307872390,1.0386771872,0.5869557497,0.9970548828,0.6763009309,,,
46.5625000000,745,1.4121923605,1.0121871479,0.3791281087,0.5248539908,0.6227711129,1.0817016467,0.5922814112,1.0803363902,0.6947559293,,,
46.6250000000,746,1.5105531963,1.0746483514,0.3856858823,0.5006837332,0.6039966396,1.1291949099,0.6098183656,1.1608556152,0.7029777379,,,
46.6875000000,747,1.6630841521,1.0851495432,0.3995865383,0.4674038705,0.5490397178,1.1225155060,0.5876695284,1.1759585752,0.7321765291,,,
46.7500000000,748,1.8213480687,0.9822766672,0.4141731633,0.4611002208,0.4623076592,1.0022431357,0.5570653768,1.1336344600,0.8220354976,,,
46.8125000000,749,1.9511029176,0.8174092509,0.4114844806,0.5413012446,0.3370895230,0.7262771414,0.5910240004,1.0401235601,1.0576127273,,,
46.8750000000,750,2.1457176783,0.7989356589,0.4249477848,0.6968143150,0.2613736371,0.5619573405,0.7222002677,1.1106550853,1.4490765525,,,
46.9375000000,751,2.3026304849,0.9289024156,0.4359754390,0.7893994221,0.2728071945,0.5602339112,0.8781028006,1.3551393935,1.7123882262,,,
47.0000000000,752,2.3722918247,1.1155940343,0.4243065572,0.8350572081,0.3477546590,0.6526400252,0.9306945577,1.7301410990,1.7449368095,,,
47.0625000000,753,2.3590774719,1.3091783052,0.3954401550,0.8199727434,0.4616407776,0.7915993904,0.9104568269,2.1162021501,1.6771139171,,,
47.1250000000,754,2.1777985278,1.3400222724,0.3543986970,0.7555924446,0.5374475980,0.8646779084,0.8340413424,2.2422400755,1.5468876792,,,
47.1875000000,755,2.0259947458,1.2378716216,0.3367644738,0.7412207107,0.5537739390,0.8656260764,0.7839639638,2.2162473192,1.5055750486,,,
47.2500000000,756,1.8948304990,1.1399053186,0.3369898182,0.8112408358,0.5542749302,0.8342551944,0.7809358759,2.1775421820,1.5557073975,,,
47.3125000000,757,1.7449062602,1.1526218181,0.3408284898,0.9434514512,0.5457222758,0.8165707087,0.7965208328,2.1350013205,1.5738546687,,,
47.3750000000,758,1.6788633537,1.2090360460,0.3438520728,1.0568879830,0.5240936976,0.7783123646,0.8076925642,2.1357611451,1.5625998045,,,
47.4375000000,759,1.7636114565,1.4337441132,0.3653251702,1.1193553812,0.5000164458,0.7867142929,0.8271648364,2.2504450682,1.6510321410,,,
47.5000000000,760,1.8466449924,1.6348723529,0.3992629293,1.1570593147,0.4878850460,0.7836851781,0.8560427929,2.3245519857,1.8340806008,,,
47.5625000000,761,1.8249978850,1.7370130788,0.4065958970,1.1886670313,0.5092190261,0.7804832944,0.8609264151,2.3174652135,1.9645151037,,,
47.6250000000,762,1.8062415349,1.8008216698,0.3920662294,1.1993881563,0.5260007990,0.7751772251,0.8410170703,2.2689032256,2.0610536165,,,
47.6875000000,763,1.7714026332,1.8133408851,0.3737571676,1.1889978254,0.5169499672,0.7485356714,0.8065406146,2.2409741565,2.0426668743,,,
47.7500000000,764,1.7054544676,1.8266165603,0.3801801811,1.1865067158,0.5098656865,0.7308205962,0.7969009481,2.2352259809,1.9623976309,,,
47.8125000000,765,1.5193343041,1.8335934475,0.3625691570,1.1219784048,0.5060768569,0.7092761591,0.7345554339,2.1512773585,1.7242544312,,,
47.8750000000,766,1.2705156563,1.8029356569,0.2939748554,0.9795919878,0.5020799491,0.6845704143,0.5849763969,1.9683009116,1.3289552149,,,
47.9375000000,767,1.1162786522,1.7035887186,0.2428699076,0.8691649615,0.4702079770,0.6386468123,0.4253778003,1.7638178489,1.1149758423,,,
48.0000000000,768,1.0594051670,1.5188594829,0.2363800488,0.8281947449,0.3884941286,0.5381450945,0.3671063052,1.4201372731,1.1183197633,,,
48.0625000000,769,0.9794117414,1.3193479122,0.2494575126,0.8389609084,0.2792373625,0.3921000328,0.3633073325,1.0298034168,1.1461949820,,,
48.1250000000,770,0.9304754131,1.2476543717,0.2595770612,0.8703070508,0.2127559524,0.3217761332,0.3811614903,0.8246206420,1.1861349221,,,
48.1875000000,771,0.9272500796,1.2460587165,0.2644006609,0.8559683213,0.1995206543,0.3043577643,0.4965641530,0.7500141788,1.2677600450,,,
